,people,planets,films,species,vehicles,starships
0,https://swapi.dev/api/people/,https://swapi.dev/api/planets/,https://swapi.dev/api/films/,https://swapi.dev/api/species/,https://swapi.dev/api/vehicles/,https://swapi.dev/api/starships/
